weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
85.21,88.33,25.44,26.67
86.96,90.2,25.83,26.95
86.88,90.13,26.02,27.6
86.48,89.71,26.11,27.42
86.1,89.39,25.66,27.33
85.71,89.15,25.44,27.29
85.4,88.94,25.32,26.76
85.2,88.73,25.77,26.5
85.11,88.46,25.99,26.87
0.01,0,0.25,0.19
0.02,0.01,0.01,0.06
0.02,0.02,0.14,0.31
0.01,0.01,0.2,0
0.02,0,0.23,0.15
0.01,0,0.25,0.23
0,0,0.49,0.27
0.01,0.01,0.61,0.29
0.01,0.02,0.17,0.2
0,0.02,0.45,0.06
0,0,0.59,0.68
0,0.01,0.66,0.5
0,0.02,0.7,0.4
0,0.01,0.72,0.86
0.01,0,0.72,0.58
0.01,0,0.73,0.45
0.02,0,0.73,0.38
0.01,0.02,0.23,0.34
0,0.04,0.48,0.33
0.01,0.01,0.61,0.32
0.01,0,0.67,0.31
0.02,0.01,0.7,0.19
0.02,0.01,0.72,0.06
0.01,0.02,0.23,0.19
0.01,0,0.48,0.25
0.01,0.01,0.61,0.22
0.01,0.01,0.17,0.04
0.01,0.01,0.05,0.18
0.02,0.02,0.34,0.24
0,0.01,0.04,0.22
0.01,0,0.39,0.04
0.01,0.01,0.56,0.32
0,0.01,0.65,0.01
0,0.01,0.19,0.15
0.01,0.02,0.46,0.23
0.01,0.02,0.6,0.23
0,0.01,0.67,0.04
0.01,0,0.2,0.18
0.02,0,0.03,0.26
0.03,0,0.35,0.03
0.02,0.01,0.54,0.33
0.01,0.03,0.14,0.01
0.01,0.02,0.06,0.15
0.01,0.01,0.33,0.23
0.01,0,0.03,0.23
0,0.01,0.38,0.04
0,0.01,0.06,0.32
0.01,0,0.1,0.01
0.01,0.01,0.19,0.15
0.01,0,0.23,0.23
0.11,0.01,0.25,0.27
0.88,0.55,0.26,0.21
2.73,2.3,0.26,0.95
5.1,4.55,0.76,1.82
7.54,6.8,1.52,2.25
10.16,9.17,1.89,2.47
12.79,11.67,2.58,3.08
15.34,14.22,3.42,3.89
18.05,16.84,4.34,4.29
20.97,19.51,4.31,4.49
24.12,22.2,5.29,5.59
27.4,25.1,5.78,6.64
30.64,28.18,6.52,7.66
33.72,31.26,7.89,8.68
36.77,37.11,8.58,9.18
39.8,40.02,9.42,9.94
42.69,42.76,10.35,10.31
45.53,45.42,11.31,12
48.32,48.2,12.29,13.35
50.88,50.89,12.78,14.02
53.56,53.66,13.52,14.85
56.43,56.57,14.89,16.27
59.43,59.45,16.08,17.98
62.67,62.49,17.17,18.83
66.06,65.83,18.22,19.76
69.42,69.16,19.24,21.23
72.65,75.54,20.76,21.96
75.68,78.49,22.01,23.32
78.65,81.36,23.14,25.01
81.63,84.18,24.7,25.85
84.63,87.17,25.48,26.77
86.81,89.7,25.88,27.23
87.04,90.33,25.57,27.46
86.61,89.9,25.42,27.57
86.27,89.51,25.34,27.63
86,89.18,25.3,27.16
85.75,88.89,25.29,26.93
85.53,88.63,25.28,27.31
85.34,88.23,25.77,27
0.61,0.01,0.26,0.35
0.6,0.02,0.01,0.14
0.6,0,0.12,0.03
0.6,0.01,0.32,0.48
0.59,0.01,0.54,0.2
0.6,0.01,0.65,0.56
0.59,0,0.2,0.24
0.6,0,0.48,0.58
0.6,0,0.12,0.75
0.59,0,0.06,0.34
0.56,0.01,0.15,0.63
0.59,0,0.2,0.78
0.6,0.01,0.28,0.35
0.6,0,0.02,0.14
0.59,0,0.39,0.03
0.59,0,0.07,0.02
0.58,0.01,0.42,0.05
0.58,0.01,0.09,0.44
0.59,0,0.42,0.18
0.57,0.01,0.09,0.05
0.57,0,0.08,0.49
0.6,0,0.34,0.71
0.59,0.01,0.55,0.31
0.59,0.01,0.65,0.62
0.59,0.01,0.71,0.27
0.57,0,0.27,0.6
0.58,0.01,0.26,0.26
0.59,0.01,0.25,0.09
0.59,0.01,0.25,0.01
0.59,0.01,0.01,0.47
0.59,0.01,0.38,0.69
0.58,0.02,0.07,0.31
0.59,0.01,0.09,0.12
0.59,0.01,0.16,0.02
0.6,0.01,0.2,0.47
0.6,0.02,0.22,0.2
0.6,0.02,0.27,0.56
0.59,0.01,0.01,0.74
0.58,0.02,0.11,0.33
0.59,0.03,0.18,0.13
0.59,0.02,0.29,0.03
0.61,0,0.02,0.03
1.1,0.24,0.11,0.05
2.62,1.43,0.68,0.56
4.55,3.38,1.46,0.82
6.64,5.52,2.35,1.45
8.92,7.67,2.8,2.26
11.37,9.88,3.02,2.67
14.16,12.19,3.63,3.87
17.36,17.71,4.44,4.47
20.67,20.73,5.34,5.28
23.76,23.51,6.29,6.18
26.91,26.38,7.77,7.13
30.04,29.27,8.5,7.6
33.04,32,9.37,8.84
36.1,34.75,10.31,9.96
39.1,37.61,11.27,11.02
42.02,40.35,11.76,12.05
45.17,43.18,13,13.06
48.46,46.19,14.12,14.07
52.01,49.29,15.18,15.57
55.83,52.63,16.71,16.32
59.62,59.8,17.48,17.7
63.14,63.1,18.86,19.39
66.73,66.53,20.55,20.73
70.3,69.94,21.9,22.4
73.62,73.07,23.07,23.74
76.97,76.16,24.66,24.41
80.36,79.45,25.95,25.74
83.6,82.65,27.1,27.41
87.06,85.96,28.67,29.24
90.62,89.3,29.96,30.66
94.29,92.62,31.6,31.87
98.33,96.27,33.42,33.97
102.5,104.21,35.33,36.02
106.62,108.14,36.79,38.05
110.45,111.79,38.51,39.56
114.14,115.3,39.88,40.82
117.77,118.75,42.06,42.45
121.34,122.09,44.15,44.26
124.92,125.63,44.7,45.17
126.85,128.3,44.97,45.12
126.63,128.59,45.11,45.1
126.09,127.98,45.67,45.09
125.67,127.47,45.46,45.08
125.32,127.06,45.35,44.58
125,126.69,45.3,44.33
124.71,126.05,44.77,44.2
124.45,125.77,45.01,44.14
0.01,0,0.03,0.71
0,0.02,0.03,0.75
0,0,0.03,0.76
0.01,0,0.47,0.77
0.01,0,0.72,0.78
0,0,0.84,0.78
0.01,0,0.91,0.28
0.03,0,0.94,0.53
0.02,0,0.45,0.16
0.01,0,0.71,0.03
0.01,0.01,0.84,0.37
0.02,0.03,0.9,0.08
0.02,0.03,0.44,0.07
0.01,0.02,0.2,0.14
0.01,0.02,0.09,0.32
0,0.02,0.03,0.05
0,0,0,0.42
0.01,0,0.48,0.1
0.01,0.01,0.73,0.44
0.01,0.01,1.35,0.61
0.01,0,0.66,0.7
0.01,0.01,0.31,0.74
0,0.01,0.64,0.26
0,0.02,0.3,0.02
0,0.03,0.14,0.4
0,0.02,0.05,0.09
0.01,0.01,0.51,0.44
0.01,0.01,0.24,0.11
0.01,0.01,0.6,0.45
0,0.02,0.29,0.61
0,0,0.13,0.2
0.01,0,0.05,0.49
0.01,0.01,0.01,0.64
0.01,0.02,0.01,0.71
0.01,0.02,0.02,0.74
0.01,0.02,0.47,0.26
0.01,0.02,0.72,0.02
0.02,0.01,0.85,0.1
0,0,0.41,0.34
0,0.02,0.19,0.06
0.02,0,0.08,0.08
0.04,0.05,0.02,0.85
0.76,0.74,0,1.32
2.44,2.43,0.52,1.55
4.43,4.51,1.27,1.67
6.57,6.64,2.15,2.22
8.91,8.82,2.59,2.5
11.47,11.08,3.31,3.14
14.42,13.54,4.17,4.46
17.72,16.37,5.1,5.62
20.99,19.44,6.07,6.2
24.16,22.33,6.55,6.99
27.43,25.23,6.79,7.89
30.65,31.14,7.91,8.83
33.74,33.92,8.97,9.81
36.9,36.84,10,10.79
39.91,39.73,11.02,11.79
42.87,42.49,12.02,12.78
46.07,45.43,13.03,13.78
49.47,48.5,14.53,15.28
53.09,51.76,15.78,16.53
56.88,55.24,16.91,17.66
60.6,58.84,17.97,19.22
64.21,62.28,19,20.5
67.8,65.71,21.02,22.14
71.19,72.29,22.02,23.46
74.5,75.38,23.53,25.12
77.97,78.7,24.78,26.45
81.25,81.93,25.91,27.62
84.49,85.09,27.47,29.2
88.02,88.45,29.25,30.49
91.62,91.81,30.64,32.14
95.37,95.26,32.34,33.96
99.46,99.09,34.68,35.37
103.61,103.09,36.36,36.58
107.6,106.99,37.69,38.68
111.31,110.73,39.36,40.23
114.98,117.74,40.7,42.01
118.52,121.04,41.86,43.39
122.2,124.59,43.95,44.59
125.53,127.88,44.99,45.68
126.55,129.05,45.01,45.73
126.07,128.53,45.02,45.76
125.58,127.97,45.03,45.77
125.17,127.51,45.03,45.28
124.82,127.12,45.03,45.03
124.51,126.76,44.53,44.9
124.24,126.44,44.28,45.34
123.99,126.15,44.16,45.56
0.03,0.01,0.9,0.83
0.02,0.03,0.69,0.4
0.01,0.03,1.09,0.18
0.01,0.02,0.78,0.57
0.02,0.01,0.13,0.77
0.02,0.01,0.81,0.37
0.01,0.01,1.14,0.67
0.03,0,0.81,0.82
0.03,0.01,1.15,0.39
0.02,0.01,1.31,0.18
0.01,0,1.4,0.07
0.01,0.01,1.44,0.52
0.01,0,1.46,0.74
0.02,0,1.47,0.85
0.02,0.01,1.48,0.91
0.01,0,1.48,0.94
0.01,0,0.98,0.95
0,0.01,1.23,0.96
0.01,0,1.36,0.96
0.02,0.01,1.42,0.96
0.04,0.01,1.45,0.96
0.02,0,1.47,0.96
0.02,0,0.97,0.96
0.02,0.01,1.23,0.97
0.01,0.01,1.35,0.97
0.01,0.01,1.42,0.47
0,0.01,0.95,0.22
0.01,0,1.22,0.09
0.02,0,1.35,0.53
0,0,0.91,0.75
0,0,1.2,0.36
0.01,0.01,1.34,0.16
0,0,1.41,0.06
0.02,0.01,1.45,0.01
0.02,0.01,1.46,0.49
0.01,0.01,1.47,0.23
0,0.02,1.48,0.6
0.01,0.02,1.48,0.28
0.01,0.01,0.98,0.62
0.02,0.01,0.73,0.79
0.04,0.01,1.11,0.88
0.03,0.02,1.29,0.92
0.17,0.24,0.89,0.44
1.2,1.39,0.18,0.3
3.03,3.29,0.17,0.67
5.06,5.41,0.84,0.85
7.22,7.5,1.18,1.44
9.61,9.66,1.85,2.24
12.24,11.96,2.68,2.64
15.24,14.5,3.6,3.84
18.55,17.41,4.56,4.44
21.78,20.45,5.04,5.24
24.91,23.3,5.78,6.13
28.13,26.19,7.15,7.08
31.25,31.93,7.83,8.06
34.19,34.59,8.68,9.05
37.22,37.39,9.6,10.54
40.15,40.18,10.06,11.29
43.06,42.93,10.79,12.16
46.23,45.91,12.15,13.1
49.58,48.91,13.34,14.57
53.22,52.17,14.43,15.8
56.97,55.68,15.97,17.42
60.62,59.22,17.25,18.73
64.18,62.59,18.88,19.88
67.75,66.05,19.7,20.96
71.1,69.4,21.61,22.5
74.34,75.56,22.56,23.77
77.66,78.75,24.04,25.4
80.9,81.91,25.28,26.72
84.13,85.1,26.4,27.88
87.63,88.45,27.96,29.46
91.21,91.78,29.74,31.25
94.93,95.18,31.63,33.14
99,99.05,33.57,34.59
103.05,102.94,35.05,36.31
107.02,106.77,36.78,37.67
110.77,110.54,38.65,39.35
114.41,114.07,40.08,41.19
118.12,121.01,41.8,42.61
121.8,124.51,43.66,43.82
125.21,127.85,44.59,44.43
126.51,129.2,44.55,44.73
126.06,128.7,44.54,44.88
125.55,128.13,44.03,44.96
125.14,127.67,44.27,45
124.79,127.26,43.9,45.02
124.49,126.89,43.71,45.03
124.22,126.57,43.61,45.03
123.96,126.3,43.57,44.53
0.58,0.01,0.14,0.52
0.59,0,0.01,0.26
0.61,0,0.44,0.13
0.6,0.01,0.66,0.06
0.58,0.01,0.27,0.03
0.57,0.02,0.07,0.02
0.58,0.02,0.03,0.01
0.59,0.01,0.08,0
0.6,0.01,0.4,0
0.6,0.01,0.64,0
0.6,0,0.76,0.5
0.59,0,0.32,0.75
0.58,0,0.09,0.37
0.57,0.01,0.48,0.19
0.56,0.01,0.68,0.09
0.56,0.01,0.28,0.05
0.56,0,0.58,0.02
0.56,0.01,0.23,0.01
0.57,0.01,0.55,0.01
0.58,0,0.71,0
0.6,0.02,0.29,0.5
0.59,0.02,0.08,0.25
0.58,0,0.48,0.13
0.58,0,0.68,0.06
0.59,0.01,0.28,0.53
0.59,0.01,0.08,0.27
0.57,0.01,0.47,0.13
0.58,0.02,0.17,0.07
0.58,0.02,0.02,0.53
0.57,0.01,0.05,0.27
0.57,0.01,0.41,0.13
0.58,0,0.64,0.07
0.59,0.02,0.26,0.03
0.59,0.02,0.07,0.02
0.58,0.02,0.03,0.01
0.79,0.14,0.08,0
2.07,1.04,0.6,0.5
4.48,2.85,0.86,1.25
7.36,5.11,1.99,2.12
10.43,7.65,2.56,2.56
13.51,12.89,2.84,3.28
16.57,15.47,3.98,3.64
19.52,17.98,4.55,4.82
22.43,20.53,5.34,5.41
25.32,23.13,6.23,6.71
28.22,25.77,6.68,7.35
31.23,28.39,7.4,8.18
34.48,31.14,8.26,9.09
38.02,34.01,9.69,9.54
41.83,37.15,10.41,10.77
45.68,40.55,11.77,11.89
49.32,43.93,13.45,12.94
52.93,50.35,15.29,13.97
56.61,53.6,16.21,15.49
60.05,56.61,17.67,16.24
63.49,59.65,18.4,17.12
66.84,62.77,19.76,19.06
69.99,65.77,20.94,20.53
73.41,68.87,22.03,21.77
77.09,72.07,23.58,22.88
81.14,75.41,25.35,24.44
85.45,79.08,27.74,26.22
89.9,83.04,29.43,27.61
94.14,87,31.28,29.31
98.26,90.73,33.2,30.65
102.39,98.15,34.66,32.33
106.34,101.7,36.39,34.16
110.28,105.25,38.26,36.08
114.26,108.89,40.19,37.54
118.04,112.34,42.16,39.27
122.08,116,44.14,41.14
126.29,119.79,46.13,42.57
130.53,123.49,48.13,44.78
135.28,127.56,50.63,46.89
140.23,132.1,52.38,48.95
145.12,136.62,54.75,50.97
149.61,140.99,57.44,52.99
153.8,148.74,59.28,54.99
158.1,152.63,61.7,57.5
162.36,156.46,63.91,59.75
166.72,160.53,65.52,60.87
169.56,163.56,66.32,60.94
169.55,163.8,65.72,60.47
168.88,163.03,65.92,60.73
168.3,162.39,66.03,60.87
167.82,161.83,65.58,60.93
167.4,161.35,65.35,60.97
167.02,160.96,65.24,60.48
166.67,160.59,65.18,59.74
0,0,0.13,0.11
0.01,0,0.33,0.02
0.02,0.01,0.57,0.08
0.01,0.01,0.19,0.39
0.01,0,0.01,0.12
0.01,0.01,0.4,0.01
0.01,0.02,0.6,0.07
0.01,0.02,0.2,0.39
0.01,0.01,0,0.63
0,0.01,0.1,0.74
0.01,0.02,0.35,0.8
0,0.01,0.58,0.83
0.01,0,0.69,0.34
0,0.01,0.75,0.6
0.01,0.01,0.77,0.23
0,0,0.29,0.54
0,0.01,0.54,0.2
0,0.01,0.17,0.03
0,0,0.49,0.06
0,0,0.14,0.1
0.01,0.01,0.03,0.38
0,0.01,0.39,0.62
0,0.01,0.59,0.24
0,0.02,0.7,0.05
0.01,0.01,0.75,0.05
0.01,0,0.78,0.09
0.01,0,0.79,0.12
0,0.02,0.3,0.13
0,0.03,0.55,0.14
0,0.02,0.68,0.14
0.01,0.01,0.24,0.14
0.01,0,0.52,0.14
0.02,0,0.66,0.14
0.01,0.01,0.73,0.14
0.01,0.01,0.77,0.14
0.09,0.34,0.78,0.14
1.03,1.6,0.29,0.64
3.21,3.64,0.45,1.39
6.06,6.07,1.33,2.27
9.17,8.69,2.26,2.7
12.29,11.36,3.23,3.42
15.3,13.91,3.71,4.28
18.29,16.49,4.46,5.21
21.21,19.02,5.33,5.68
24.17,21.63,6.26,5.91
27.05,24.22,6.73,7.02
30.05,26.83,6.96,7.58
33.21,29.53,8.08,8.36
36.67,35.26,9.14,9.25
40.35,38.44,10.67,10.7
44.23,41.88,11.93,11.92
47.98,45.25,13.07,13.03
51.56,48.38,14.13,13.59
55.19,51.61,15.66,14.86
58.65,54.76,16.93,16
62.01,57.7,18.06,17.57
65.48,60.8,19.63,18.86
68.69,63.98,20.41,20
72,67.03,22.31,21.07
75.57,70.2,23.75,22.61
79.51,76.82,25.48,24.37
83.91,80.72,26.84,25.76
88.44,84.83,28.52,27.95
92.73,88.7,30.36,29.55
96.91,92.44,32.78,30.84
101.04,96.17,34.49,32.49
104.96,99.81,35.84,33.82
108.82,103.21,37.52,35.98
112.97,106.85,39.36,37.56
116.88,110.59,41.28,38.85
120.8,114.1,43.24,41
124.98,117.84,44.72,42.57
129.13,121.59,47.46,44.35
133.59,129.48,50.33,46.25
138.48,133.99,52.76,48.69
143.34,138.43,54.98,50.42
148.05,142.73,57.09,52.78
152.46,146.75,59.14,54.46
156.76,150.7,61.17,56.8
160.94,154.46,63.68,58.47
165.31,158.37,65.44,59.81
168.66,162.29,65.82,60.97
169.05,164.16,65.51,60.56
168.34,163.68,65.35,60.35
167.76,162.94,65.78,60.75
167.27,161.8,65.99,60.44
166.85,161.31,65.59,60.29
166.48,160.89,65.4,60.22
166.13,160.52,65.3,60.18
0.02,0,0.04,0.02
0.01,0.02,0.45,0.02
0.01,0.03,0.16,0.02
0,0.01,0.01,0.02
0,0.01,0.06,0.02
0.01,0.02,0.41,0.48
0,0.02,0.14,0.73
0.01,0.03,0,0.85
0.01,0.01,0.06,0.41
0.01,0.01,0.1,0.69
0,0.02,0.11,0.84
0.01,0.01,0.12,0.41
0,0.01,0.13,0.19
0,0.01,0.13,0.58
0.01,0.01,0.13,0.28
0.01,0,0.13,0.63
0.02,0.02,0.13,0.3
0,0.03,0.37,0.64
0,0.02,0.12,0.31
0.01,0.01,0.01,0.14
0.01,0.01,0.07,0.56
0,0.02,0.1,0.77
0.01,0.02,0.38,0.87
0.01,0.01,0.13,0.42
0,0.01,0.5,0.7
0,0.02,0.18,0.34
0,0.03,0.03,0.16
0.01,0.01,0.05,0.57
0.01,0.01,0.41,0.27
0,0.02,0.14,0.12
0.01,0.01,0.5,0.55
0,0,0.69,0.26
0.01,0.01,0.28,0.12
0.01,0.01,0.07,0.55
0.01,0.01,0.47,0.26
0.09,0.11,0.67,0.12
0.92,0.91,0.77,0.45
3,2.62,1.32,0.74
5.81,4.9,1.59,1.38
8.93,7.46,2.23,1.7
12.15,10.15,3.05,2.86
15.26,12.85,3.46,3.44
18.23,15.47,4.66,4.23
21.21,20.6,5.77,5.13
24.08,23.16,6.32,5.58
26.93,25.74,7.09,5.8
29.91,28.37,7.98,6.91
33.11,31.11,8.92,7.97
36.54,33.96,9.9,9.5
40.23,37.04,10.88,10.26
44.02,40.39,12.38,11.14
47.63,43.72,14.12,12.58
51.14,46.8,15,13.8
54.71,49.95,16.43,14.91
58.14,53.1,17.15,15.97
61.4,58.99,18.51,17.5
64.76,62.07,19.69,18.26
67.97,65.12,21.28,19.14
71.32,68.27,22.57,20.58
74.95,71.5,24.22,21.8
78.84,74.79,25.54,23.41
82.95,78.32,26.71,25.22
87.23,82.13,28.79,26.62
91.57,86.1,30.83,28.32
95.76,89.9,32.85,29.67
99.95,93.68,34.86,31.35
103.96,97.45,36.86,32.69
107.85,100.98,37.87,34.36
111.86,108.11,39.87,36.19
115.68,111.58,41.37,38.11
119.56,115.18,43.62,40.07
123.7,118.92,45.74,41.54
127.91,122.67,47.81,43.78
132.45,126.69,50.34,45.9
137.33,131.07,52.6,47.96
142.26,135.58,54.74,50.49
147.05,140.07,56.8,52.26
151.43,144.25,59.84,54.14
155.81,148.14,61.85,55.58
160.14,152.12,64.36,57.8
164.53,160.06,66.11,59.91
168.16,163.31,66.49,60.47
168.92,163.82,66.68,60.75
168.25,163.07,67.27,60.39
167.64,162.42,67.07,60.2
167.16,161.86,66.97,60.11
166.72,161.38,66.42,60.07
166.34,160.96,66.14,60.05
165.99,160.56,66.01,60.04
0.02,0.01,0,0.27
0.01,0.01,0.19,0.61
0,0.01,0.22,0.29
0.01,0.01,0.08,0.12
0,0.02,0.23,0.54
0.01,0.01,0.2,0.75
0.01,0,0.41,0.35
0.02,0,0.52,0.65
0.03,0.01,0.07,0.81
0.02,0.01,0.35,0.38
0.01,0.01,0.49,0.67
0,0.01,0.56,0.81
0,0,0.09,0.88
0.01,0,0.36,0.92
0.01,0.01,0.49,0.94
0,0.01,0.56,0.95
0.01,0.01,0.59,0.95
0.01,0,1.11,0.95
0.01,0.01,0.87,0.96
0,0.01,0.75,0.96
0,0.03,0.19,0.96
0,0.01,0.41,0.46
0,0,0.52,0.71
0,0.02,0.57,0.33
0,0.01,0.6,0.14
0,0.01,0.61,0.05
0,0.02,0.62,0.5
0,0.02,0.62,0.23
0.17,0.18,0.62,0.09
1.23,1.13,0.13,0.03
3.23,2.87,0.12,0.51
5.49,4.74,0.75,0.78
7.87,6.7,1.56,1.41
10.3,8.76,2.47,1.73
12.89,10.87,2.92,2.38
15.74,13.1,4.15,3.21
18.86,15.53,5.26,4.13
22.19,21.01,5.82,5.09
25.59,23.91,6.6,5.56
29.08,26.89,7.48,6.8
32.51,29.86,8.43,7.42
35.82,32.71,9.9,8.23
39.01,35.47,10.64,9.14
42.25,38.27,11.01,10.09
45.41,41.12,12.19,11.07
48.49,43.91,12.78,11.55
51.64,46.63,14.58,12.8
55.16,49.48,15.48,13.92
59.18,52.58,16.42,14.98
63.49,59.78,18.4,16.01
67.81,63.6,20.39,17.53
71.85,67.09,21.88,18.79
75.95,70.62,23.13,20.41
80.05,74.2,24.75,21.73
83.93,77.54,26.06,22.89
87.93,81.01,27.72,24.46
91.73,84.53,29.55,25.75
95.4,87.87,30.96,27.4
99.42,91.3,33.17,28.72
103.73,94.85,34.77,30.38
108.43,98.59,36.57,32.21
113.38,102.7,38.47,34.13
118.32,111.39,40.42,35.59
123.02,115.51,43.4,37.81
127.79,119.71,45.89,39.43
132.56,123.96,48.13,41.24
137.06,127.88,50.25,43.14
141.55,131.75,52.31,44.59
145.94,135.75,54.34,46.32
150.26,139.58,56.86,48.18
154.93,143.74,58.62,50.11
159.58,147.97,61.5,52.08
164.41,152.06,63.93,54.56
169.78,156.55,66.65,56.8
175.4,166.62,70.01,58.92
180.85,171.55,72.69,61.48
185.91,176.2,75.53,64.26
190.83,180.69,78.45,66.65
195.64,185.11,81.41,68.35
200.43,189.38,83.89,71.2
205.13,193.96,85.13,72.12
207.21,197.05,85.25,72.58
206.67,197.09,85.31,72.81
205.91,196.25,85.34,72.93
205.29,195.55,85.86,72.49
204.74,194.93,85.62,71.76
204.25,193.9,85,70.9
203.83,193.45,85.18,71.97
0.6,0.01,0.5,0.22
0.59,0.02,0.25,0.36
0.59,0.02,0.12,0.44
0.6,0.01,0.06,0.03
0.59,0,0.03,0.26
0.59,0.01,0.52,0.13
0.59,0,0.26,0.18
0.59,0.01,0.13,0.16
0.61,0.01,0.06,0.16
0.61,0,0.03,0.33
0.61,0,0.02,0.41
0.6,0.02,0.01,0.45
