weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
101.98,101.92,44.09,45.22
101.56,101.63,44.02,44.86
101.21,101.38,44.49,44.69
100.94,101.12,44.22,44.6
100.71,100.89,44.09,44.05
0,0.02,0.49,0.54
0.01,0.01,0.22,0.25
0.01,0,0.09,0.61
0.01,0.01,0.02,0.29
0,0.03,0.01,0.13
0,0.04,0.03,0.55
0.02,0.02,0.04,0.26
0.01,0.01,0.04,0.62
0.01,0.01,0.04,0.29
0.01,0.02,0.05,0.63
0.01,0.03,0.55,0.3
0.01,0.03,0.3,0.64
0,0.03,0.17,0.3
0.01,0.01,0.11,0.64
0.01,0,0.08,0.3
0.02,0.02,0.06,0.64
0.01,0.03,0.05,0.8
0,0.03,0.55,0.39
0.01,0.03,0.3,0.68
0.01,0.02,0.67,0.83
0.01,0.02,0.86,0.9
0,0.03,0.45,0.93
0.01,0.02,0.25,0.45
0.01,0,0.1,0.21
0.01,0.01,0.03,0.09
0.01,0.01,0.51,0.53
0,0.02,0.28,0.25
0.01,0.02,0.16,0.61
0,0.02,0.6,0.29
0.02,0.02,0.83,0.13
0.03,0.01,0.44,0.05
0.01,0,0.74,0.01
0.01,0.01,0.39,0.01
0.01,0.01,0.22,0.02
0.01,0.01,0.13,0.48
0,0.01,0.09,0.72
0.01,0.01,0.57,0.85
0.01,0.02,0.31,0.41
0.02,0.02,0.18,0.69
0,0,0.11,0.33
0.01,0.01,0.08,0.15
0.01,0,0.06,0.06
0.01,0.02,0.56,0.02
0,0.01,0.3,0.01
0.28,0.4,0.83,0.52
1.49,1.67,0.89,0.77
3.38,3.46,0.92,0.9
5.52,5.39,1.94,1.46
7.91,7.36,2.45,1.75
10.54,9.52,3.2,2.89
13.23,11.96,4.08,3.46
15.81,14.46,4.51,4.24
18.32,16.79,5.73,5.14
20.89,19.12,6.84,6.08
23.41,23.64,7.9,6.56
25.91,25.89,8.93,7.79
28.42,28.3,9.44,8.91
30.76,30.63,10.2,9.97
33.21,32.97,11.57,11.5
35.97,35.47,12.76,12.76
38.94,38.09,13.86,13.9
42.09,40.83,15.41,14.96
45.33,43.73,16.68,16.5
48.48,46.69,17.82,17.76
51.51,49.57,19.38,19.4
54.5,52.39,21.17,20.71
57.24,55.1,22.56,21.87
59.91,60.1,23.76,23.45
62.56,62.74,24.86,25.24
65.33,65.17,26.9,25.63
68.26,67.73,28.43,27.83
71.2,70.46,29.19,29.43
74.09,73.37,31.07,31.23
77.33,76.49,32.51,32.63
80.92,79.64,34.23,34.33
84.57,82.71,36.09,35.68
87.84,85.79,37.52,37.35
90.96,88.76,39.24,38.69
94.04,91.59,41.1,40.86
96.9,97.03,42.52,41.94
99.94,100,43.74,43.49
102.49,102.45,44.35,44.76
103.02,103.01,44.15,44.89
102.5,102.62,44.55,44.46
102.07,102.23,44.75,44.25
101.74,101.88,44.35,44.14
101.47,101.6,44.15,44.08
101.23,101.34,43.55,44.56
101,101.11,43.75,44.79
0.6,0.03,0.03,0
0.6,0.02,0.03,0.47
0.6,0,0.03,0.2
0.6,0.01,0.03,0.07
0.6,0.01,0.03,0
0.6,0,0.53,0.47
0.6,0,0.28,0.7
0.59,0,0.66,0.82
0.59,0,0.34,0.88
0.6,0.01,0.19,0.91
0.6,0,0.61,0.42
0.59,0,0.82,0.18
0.59,0.01,0.93,0.06
0.59,0,0.98,0.5
0.58,0.02,0.5,0.72
0.57,0.01,0.27,0.83
0.58,0.01,0.15,0.88
0.61,0,0.09,0.91
0.59,0,0.06,0.42
0.59,0,0.05,0.18
0.59,0,0.04,0.56
0.58,0.02,0.03,0.75
0.58,0.01,0.03,0.84
0.59,0.01,0.03,0.89
0.59,0.01,0.03,0.91
0.61,0.01,0.03,0.43
0.59,0.01,0.53,0.18
0.58,0.01,0.78,0.56
0.58,0.03,0.41,0.75
0.59,0.02,0.72,0.34
0.59,0,0.87,0.64
0.59,0.01,0.45,0.79
0.59,0,0.74,0.86
0.57,0,0.39,0.4
0.58,0,0.71,0.17
0.6,0.01,0.37,0.05
0.6,0,0.2,0.5
0.59,0.02,0.12,0.22
0.58,0.01,0.07,0.08
0.57,0.02,0.55,0.51
0.58,0.01,0.79,0.72
0.57,0.02,0.41,0.33
0.56,0.02,0.22,0.13
0.62,0.01,0.37,0.04
1.34,0.45,0.67,0.01
3,1.78,0.82,0.54
5.03,3.59,0.89,1.3
7.32,5.56,1.93,1.68
9.88,9.78,2.95,2.37
12.63,12.25,3.96,3.22
15.36,14.72,4.46,4.14
17.87,17.04,5.22,5.1
20.42,19.46,6.09,6.08
22.93,21.83,7.03,7.07
25.36,24.03,8,7.57
27.84,26.23,8.98,8.31
30.21,28.53,9.98,9.19
32.58,30.8,10.97,10.63
35.16,33.2,11.97,11.84
37.9,35.64,12.97,13.45
40.92,38.17,14.47,14.26
44.13,43.74,15.72,15.66
47.31,46.7,17.34,17.36
50.31,49.52,18.66,18.71
53.4,52.28,19.81,20.39
56.41,55.02,21.39,21.22
59.25,57.59,23.18,22.14
62.13,60.18,24.07,23.6
64.97,62.9,26.02,25.33
67.71,65.48,27,26.7
70.58,68.1,27.98,28.38
73.53,70.8,29.98,29.72
76.61,73.58,31.97,31.39
80.02,79.75,33.47,33.23
83.56,82.97,35.22,35.14
86.94,86.12,36.59,37.1
90.1,89.07,38.78,38.08
93.14,91.91,40.38,39.57
96.24,94.75,41.17,41.32
99.27,97.6,42.57,43.19
102.18,100.63,43.77,44.13
103.66,103.08,43.87,44.59
103.49,103.43,44.42,44.83
103.08,102.9,44.19,44.45
102.71,102.49,44.08,44.25
102.4,101.86,44.03,44.66
102.15,101.58,44,44.36
101.93,101.34,44.48,43.71
101.74,101.11,44.23,43.39
0.01,0,0.24,0.14
0,0.01,0.25,0.32
0.02,0,0.25,0.09
0.02,0.01,0.25,0.29
0.01,0.01,0.26,0.39
0,0,0.26,0.06
0,0.01,0.26,0.22
0.01,0.01,0.26,0.36
0.01,0.01,0.26,0.43
0,0,0.26,0.46
0.01,0,0.26,0.02
0,0.01,0.26,0.26
0,0,0.26,0.12
0,0.01,0.26,0.19
0,0.03,0.26,0.35
0,0.03,0.26,0.07
0,0.01,0.26,0.28
0,0,0.26,0.39
0,0.01,0.26,0.06
0,0.01,0.26,0.28
0,0,0.26,0.11
0.01,0.01,0.26,0.3
0,0.01,0.26,0.1
0.01,0,0.76,0.3
0.02,0.01,0.51,0.1
0.01,0.01,0.12,0.3
0,0.01,0.07,0.4
0.01,0.01,0.66,0.05
0.01,0.01,0.46,0.22
0.01,0.01,0.36,0.36
0.02,0.01,0.31,0.07
0.02,0,0.28,0.29
0.01,0.01,0.27,0.4
0.01,0.01,0.26,0.45
0.02,0.01,0.24,0.48
0.02,0.03,0.01,0.01
0.01,0.03,0.13,0.25
0.43,1,0.19,0.38
2.05,2.8,0.27,0.94
4.44,4.94,1.01,1.72
7.04,7.24,1.88,2.11
9.55,9.49,2.81,3.31
11.98,11.67,3.78,3.41
14.41,13.83,4.26,4.46
16.8,16.01,5,4.98
19.17,18.24,5.87,5.74
21.64,20.47,6.81,7.12
24.34,22.8,8.28,8.31
27.23,25.29,9.01,9.41
30.28,30.73,10.38,10.46
33.49,33.77,11.06,11.48
36.69,36.73,12.4,12.99
39.79,39.52,14.57,14.25
43,42.26,16.16,15.38
46.12,44.99,17.45,16.44
49.2,47.57,18.6,17.97
52.34,50.25,20.17,19.24
55.28,53.02,21.96,21.37
58.29,55.76,23.35,22.94
61.47,58.65,25.05,24.22
64.98,61.64,26.9,25.86
68.81,68.25,28.82,27.68
72.69,71.77,30.28,30.09
76.38,75.08,33.01,32.3
79.88,78.26,35.38,33.9
83.35,81.42,37.06,35.7
86.75,84.5,38.9,37.6
90.17,87.5,40.82,39.05
93.62,90.65,42.28,40.78
96.84,93.73,44.01,42.64
100.2,96.74,45.88,45.07
103.8,99.97,47.81,47.29
107.46,103.26,50.28,48.9
111.43,106.68,52.51,50.7
115.66,114.21,54.63,53.1
119.81,118.08,56.69,56.3
123.78,121.78,58.71,59.4
127.46,125.31,61.23,60.95
131.18,128.83,62.99,62.73
134.82,132.21,64.86,65.62
138.56,135.73,66.8,67.06
141.33,139.2,67.77,67.78
141.63,140.76,67.26,68.14
140.99,140.35,67.5,67.82
140.47,139.76,67.62,67.16
140.05,139.3,66.68,67.83
139.72,138.51,66.21,68.17
139.44,138.16,66.98,67.34
139.15,137.86,66.86,67.42
0,0.02,0,0.02
0.01,0.01,0,0.34
0.01,0.01,0,0.03
0,0,0,0.37
0.01,0.01,0,0.54
0.01,0,0,0.62
0.02,0.01,0,0.66
0.02,0.02,0,0.69
0.02,0,0,0.2
0.02,0.01,0,0.45
0.03,0,0,0.58
0.01,0.01,0,0.64
0.01,0.01,0.5,0.67
0,0.01,0.25,0.69
0.01,0.02,0.62,0.7
0.01,0.01,0.31,0.7
0.02,0,0.16,0.7
0.02,0.01,0.08,0.21
0.01,0.01,0.04,0.46
0,0.01,0.52,0.58
0.01,0,0.26,0.64
0.01,0,0.13,0.68
0.01,0.02,0.06,0.69
0,0.02,0.53,0.2
0.01,0.01,0.27,0.45
0.01,0.01,0.63,0.58
0,0.02,0.82,0.14
0.01,0.01,0.91,0.07
0.01,0,0.45,0.18
0,0,0.23,0.24
0,0.01,0.11,0.27
0,0.01,0.56,0.22
0,0,0.28,0.46
0,0.02,0.14,0.59
0,0.02,0.57,0.15
0.01,0.02,0.28,0.07
0,0.02,0.14,0.18
0.49,0.46,0.43,0.24
2.16,1.79,0.72,0.77
4.61,3.88,1.86,1.53
7.2,6.19,1.93,2.41
9.7,8.48,2.97,3.35
12.11,12.81,3.98,3.82
14.53,14.97,4.49,4.06
16.97,17.23,5.25,4.68
19.31,19.45,6.62,5.98
21.75,21.63,7.31,7.14
24.36,23.91,8.16,7.72
27.16,26.37,9.58,9
30.27,29.08,10.79,10.15
33.45,32,11.9,11.72
36.59,34.93,13.45,12.51
39.63,37.7,14.72,13.4
42.65,40.42,15.86,14.85
45.68,45.84,16.93,16.07
48.6,48.39,17.97,17.68
51.67,51.11,19.98,18.99
54.64,53.73,21.49,20.14
57.64,56.44,22.75,21.72
60.79,59.4,24.87,23.5
64.1,62.33,26.44,25.9
67.67,65.45,28.72,27.1
71.45,68.72,29.86,29.19
75.19,72.16,31.93,31.24
78.87,75.57,33.97,32.77
82.52,78.9,35.98,34.53
85.99,85.32,37.49,36.91
89.39,88.29,39.75,38.6
92.87,91.35,42.37,40.45
96.19,94.4,43.69,42.37
99.47,97.49,45.34,44.33
103.03,100.71,47.67,45.81
106.65,104,50.34,48.05
110.34,107.5,52.17,50.67
114.52,111.32,54.59,52.98
118.68,115.29,56.79,55.64
122.73,119.09,57.9,57.97
126.53,122.83,60.95,60.13
130.19,126.52,62.48,62.21
133.88,133.43,64.74,64.75
137.78,136.93,66.37,66.52
141.18,140.17,67.69,67.41
142.11,141.18,68.34,67.35
141.61,140.59,68.17,67.82
141.11,139.99,68.09,67.56
140.68,139.51,67.54,67.93
140.27,139.13,67.77,67.61
139.95,138.76,67.89,67.45
139.65,138.45,67.44,67.37
139.32,138.16,67.72,67.33
0.01,0,0.02,0.58
0.01,0.02,0.27,0.6
0,0.01,0.1,0.1
0.01,0,0.29,0.36
0,0,0.38,0.02
0.02,0.01,0.07,0.2
0.02,0.01,0.2,0.2
0.01,0.01,0.34,0.41
0.01,0,0.09,0.51
0.01,0.01,0.31,0.56
0.01,0.02,0.41,0.09
0.02,0.01,0.47,0.35
0.02,0.02,0.5,0.48
0.01,0,0.51,0.55
0.01,0,0.52,0.58
0.02,0,0.02,0.59
0.01,0.01,0.27,0.6
0.02,0.02,0.4,0.61
0.02,0,0.46,0.61
0.02,0.01,0.01,0.61
0.03,0.01,0.26,0.61
0.04,0.01,0.39,0.11
0.01,0,0.04,0.36
0.03,0.01,0.26,0.01
0.03,0,0.37,0.3
0.02,0.02,0.08,0.05
0.02,0.03,0.3,0.28
0.03,0.01,0.41,0.05
0.02,0.01,0.47,0.22
0.04,0.01,0.01,0.3
0.03,0.03,0.26,0.35
0.02,0.03,0.11,0.37
0.03,0.03,0.29,0.12
0.03,0.05,0.11,0.37
0.03,0.03,0.18,0.49
0.03,0.03,0.17,1.05
0.02,0.16,0.35,0.33
0.74,1.1,0.07,0.53
2.58,2.9,0.77,0.96
4.99,5.07,1.12,1.67
7.57,7.31,2.3,2.53
10.12,9.57,2.89,2.96
12.54,11.75,3.68,3.67
15,13.92,4.58,4.53
17.45,16.1,5.53,5.46
19.84,18.33,6.5,5.92
22.27,22.8,7.49,7.16
24.93,25.21,8.48,8.27
27.9,27.87,9.98,9.33
31.14,30.75,11.23,10.36
34.48,33.82,12.35,11.87
37.69,36.71,13.92,13.13
40.94,39.58,15.2,14.76
44.14,42.51,16.34,16.07
47.2,45.21,18.41,17.23
50.34,47.85,19.44,18.81
53.4,50.72,20.96,20.1
56.25,53.45,22.72,21.24
59.28,59.09,24.1,22.82
62.45,62.13,26.29,24.6
65.91,65.32,27.88,26.5
69.61,68.75,29.68,28.94
73.52,72.24,32.08,30.17
77.46,75.54,33.78,32.28
81.21,78.93,35.63,34.33
84.78,82.36,37.55,36.36
88.26,85.53,39.52,38.37
91.8,88.56,41.5,39.88
95.26,91.76,43.49,41.64
98.57,94.87,45.48,43.51
102.18,101.37,47.48,45.95
105.88,104.6,49.48,47.67
109.71,108.13,51.48,50.53
113.85,112.18,54.48,52.96
118.03,116.22,56.48,55.67
122.13,119.98,58.48,58.03
125.98,123.48,60.98,60.21
129.75,126.88,63.73,61.8
133.51,130.38,65.6,63.59
137.22,133.77,67.04,66.49
140.7,137.45,67.76,66.94
142.03,140.46,68.12,67.16
141.58,140.99,67.3,68.28
141.04,139.83,68.39,67.33
140.6,139.37,67.93,67.86
140.22,138.99,67.71,67.62
139.78,138.68,67.59,67.51
139.31,138.42,67.03,66.95
138.97,138.16,67.76,66.17
0.61,0.01,0.35,0.16
0.61,0.02,0.17,0.6
0.6,0.03,0.09,0.31
0.59,0.01,0.04,0.17
0.6,0.01,0.02,0.1
0.61,0,0.51,0.07
0.61,0,0.24,0.45
0.61,0.01,0.38,0.71
0.6,0.02,0.19,0.34
0.6,0.02,0.6,0.15
0.6,0.02,0.3,0.56
0.6,0.02,0.65,0.26
0.61,0.01,0.33,0.11
0.6,0.01,0.16,0.04
0.59,0.02,0.08,0.5
0.6,0.01,0.04,0.24
0.6,0.02,0.02,0.1
0.6,0.01,0.01,0.53
0.6,0.02,0.51,0.25
0.6,0.01,0.25,0.11
0.6,0,0.63,0.04
0.6,0,0.32,0
0.61,0,0.16,0.02
0.61,0.01,0.08,0.02
0.6,0.03,0.04,0.47
0.6,0.03,0.02,0.22
0.6,0.03,0.01,0.09
0.6,0.03,0.01,0.53
0.6,0.03,0.5,0.25
0.59,0.02,0.25,0.11
0.76,0.02,0.13,0.46
1.83,0.53,0.06,0.75
3.76,3.71,0.97,1.39
5.91,5.68,1.48,1.71
8.11,7.71,2.24,2.37
10.37,9.67,3.12,2.7
12.93,11.7,4.06,3.37
15.7,13.97,4.53,4.2
18.62,16.45,5.76,5.12
21.62,19.05,6.38,6.08
24.73,21.75,7.69,7.05
27.8,24.44,9.34,8.04
30.81,27.08,10.67,9.54
33.84,29.74,11.83,10.79
36.86,35.04,12.92,11.91
39.82,37.67,13.96,12.97
42.85,40.3,14.98,13.5
45.98,43.09,16.49,14.77
49.35,46.05,18.24,16.4
53.1,49.16,20.12,17.72
57.15,52.6,22.06,19.88
61.05,56.23,24.03,21.45
64.71,59.54,25.51,23.24
68.43,62.83,27.76,25.14
72.02,66.11,29.88,26.59
75.53,69.19,31.94,28.81
79.15,75.58,33.97,30.92
82.58,78.74,36.48,32.48
86.15,81.97,38.24,34.76
89.88,85.34,40.62,36.89
93.86,88.86,43.31,39.46
98.16,92.65,45.15,41.75
102.76,96.76,47.58,43.89
107.28,100.93,50.79,46.46
111.65,104.93,53.39,49.25
115.93,108.81,55.7,51.64
119.98,112.57,58.85,53.84
124.03,116.06,61.42,56.94
128.15,123.31,62.71,58.98
132,126.83,65.35,61.51
135.81,130.7,68.18,63.27
140.07,134.75,71.09,66.15
144.62,138.72,74.04,69.09
149.43,143.01,76.52,72.56
154.48,147.53,79.76,75.3
159.51,152.05,81.38,78.17
164.26,156.53,83.69,81.1
168.78,160.69,86.84,83.07
173.36,164.76,88.92,85.55
177.66,168.75,91.46,88.29
182.17,172.75,93.23,89.66
185.31,179.38,93.61,90.35
185.43,179.17,93.31,91.19
184.68,178.39,94.15,91.11
184.08,177.76,94.08,90.57
183.57,177.21,93.04,90.8
183.14,176.74,93.02,89.92
182.75,176.3,92.01,89.98
182.37,175.91,92.5,90
0,0.01,0.46,0.22
0,0.01,0.02,0.11
0.01,0.02,0.26,0.05
0.02,0.02,0.12,0.03
0.01,0.02,0.19,0.01
0,0.01,0.16,0.49
0,0.01,0.33,0.25
0.01,0.02,0.42,0.12
0.01,0.03,0.46,0.44
0,0.03,0.48,0.72
0,0.03,0.49,0.36
0.01,0.02,0,0.68
0.01,0.02,0.25,0.84
0.01,0.03,0.38,0.42
0.01,0.01,0.44,0.71
0.01,0.02,0.47,0.35
0.01,0.02,0.49,0.68
0,0.01,0.49,0.84
0.01,0.02,0.5,0.42
0.02,0.01,0.5,0.21
0.01,0.02,0.5,0.1
0.01,0.03,0.5,0.05
0.02,0.02,0.5,0.03
0.01,0.02,0.5,0.01
0.01,0.01,0.5,0.51
0.03,0.03,0.5,0.25
0.04,0.06,0.5,0.13
0.02,0.04,0.5,0.06
0.02,0.02,0.5,0.03
0.01,0.03,0.5,0.02
0.42,0.34,0,0.49
1.88,1.51,0.75,0.75
3.89,3.23,1.12,1.37
5.97,5.09,1.81,2.19
8.15,7.06,2.65,2.59
10.55,9.04,3.58,2.8
13.14,13.34,4.54,3.4
15.93,15.75,5.02,4.7
18.81,18.32,5.76,5.35
21.89,21.04,7.13,6.68
25.03,23.78,8.31,7.34
28.08,26.45,9.4,8.67
31.11,29.08,10.45,9.83
34.07,31.65,11.47,10.92
36.94,34.23,12.99,12.46
39.8,36.77,14.24,13.23
42.76,39.25,15.37,14.12
45.91,41.89,17.43,15.56
49.36,47.81,18.97,17.28
53.18,51.1,20.73,18.64
57.14,54.59,22.61,20.32
60.86,57.82,24.56,21.66
64.46,60.94,26.03,23.83
68.09,64.27,28.26,25.42
71.56,67.46,30.38,26.71
75.02,70.45,32.44,28.85
78.53,73.58,33.97,30.43
81.85,76.75,35.73,32.21
85.3,79.84,37.62,34.11
89.01,83.08,39.56,36.05
92.96,86.41,42.53,38.53
97.19,93.73,44.51,40.76
101.58,97.75,47.5,43.38
105.83,101.62,50.5,45.69
110.11,105.5,52.5,48.35
114.39,109.31,55.5,50.67
118.45,112.98,58,52.84
122.44,116.49,60.25,55.92
126.58,120.2,62.87,58.46
130.38,123.89,64.69,60.23
134.34,127.39,67.59,63.12
138.57,131.16,70.04,65.56
142.96,134.92,72.77,67.78
147.75,143.27,75.13,70.89
152.58,147.81,78.32,73.95
157.27,152.43,80.91,76.97
162.03,156.82,83.7,79.99
166.67,160.82,86.1,82.49
171.33,164.72,88.8,84.75
175.69,168.55,91.65,86.87
180.19,172.54,94.07,88.94
183.87,176.55,94.29,89.97
184.54,178.68,94.39,90.48
183.8,178.29,93.94,90.74
183.16,177.61,93.72,90.37
182.7,176.45,93.61,90.69
182.26,175.99,93.05,90.34
181.85,175.58,92.78,90.17
181.47,175.22,92.64,89.59
0.61,0.01,0.5,0.01
0.62,0,0.69,0
0.61,0.02,0.28,0
0.6,0.02,0.08,0.5
0.61,0.02,0.02,0.25
0.61,0.01,0.07,0.63
0.6,0.02,0.1,0.31
0.61,0.01,0.11,0.16
0.6,0.01,0.12,0.58
0.59,0.02,0.12,0.29
0.6,0.02,0.62,0.15
0.61,0.01,0.37,0.57
0.61,0.01,0.25,0.29
0.61,0.01,0.19,0.14
0.61,0.01,0.16,0.07
0.6,0,0.14,0.54
0.61,0.01,0.13,0.77
0.62,0.02,0.13,0.38
0.61,0.02,0.63,0.19
0.61,0,0.38,0.6
0.61,0.01,0.25,0.8
0.62,0.01,0.19,0.4
0.61,0.02,0.16,0.2
0.6,0,0.64,0.1
0.59,0.01,0.38,0.05
0.58,0.02,0.25,0.03
0.58,0.03,0.19,0.01
0.57,0.02,0.16,0.51
0.58,0.04,0.64,0.25
0.6,0.02,0.12,0.13
0.99,0.51,0,0.44
2.44,1.83,0.94,0.72
4.44,3.6,0.91,1.36
6.58,5.49,1.39,1.68
8.79,7.47,2.13,2.34
11.18,9.44,3,3.17
13.71,11.53,4.44,3.58
16.44,13.71,5.66,4.29
19.35,18.72,6.77,5.15
22.35,21.38,7.32,6.57
25.47,24.1,8.6,7.79
28.55,26.76,9.74,8.39
31.57,29.36,10.81,9.7
34.51,31.89,11.84,10.35
37.41,34.45,13.36,11.17
40.28,37.01,14.12,12.59
43.24,39.54,15.5,13.79
46.34,42.2,16.69,15.4
49.83,44.99,18.78,16.7
53.54,48.06,20.33,18.35
57.31,54.79,22.1,19.67
61.15,58.11,24.49,21.84
64.8,61.4,26.18,23.42
68.53,64.75,28.53,25.21
72.19,67.98,30.2,27.1
75.84,71.12,32.04,29.05
79.41,74.34,33.96,30.53
82.77,77.49,35.92,32.76
86.39,80.71,37.9,34.88
90.25,84.12,40.39,36.94
94.4,87.63,43.13,38.97
98.81,91.4,45.5,41.48
103.23,95.37,48.19,44.24
107.56,103.33,51.03,46.12
111.78,107.1,52.95,48.56
115.84,110.77,55.91,50.78
119.82,114.14,58.89,52.89
123.9,117.57,60.88,55.44
127.95,121.25,63.38,58.72
131.75,124.83,66.13,60.86
135.66,128.4,68,63.43
139.82,132.13,70.44,65.71
144.11,135.83,73.16,69.36
148.88,139.9,76.02,71.68
153.71,144.52,79.45,74.34
158.73,153.83,81.66,77.17
163.6,158.18,83.77,80.08
168.2,162.35,86.32,82.54
172.64,166.52,88.6,85.77
177.08,170.5,91.74,87.88
181.75,174.68,92.81,89.94
184.63,178.03,93.34,90.47
184.44,178.68,93.61,90.73
183.63,177.98,93.74,90.87
183.09,177.31,93.81,89.93
182.8,176.7,94.34,89.47
182.52,176.08,93.61,89.73
182.12,175.2,93.24,89.87
181.76,174.86,92.56,89.43
