weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
99.88,99.12,43.21,43.74
99.62,98.95,42.96,44.2
99.33,98.84,42.83,44.43
99.13,98.73,42.77,44.05
98.99,98.57,41.74,43.36
98.81,98.45,42.23,43.51
98.67,98.33,42.97,43.09
98.58,98.07,42.84,42.87
98.47,97.94,43.28,42.27
98.42,97.81,42.99,42.47
98.32,97.72,42.85,43.06
98.13,97.64,41.78,42.86
97.26,97.11,41.25,41.76
94.39,94.56,39.98,39.71
90.6,90.97,37.84,38.69
86.99,87.53,36.28,36.68
83.59,84.2,34.99,34.67
80.19,80.89,33.35,33.17
76.78,77.62,31.53,31.41
73.16,70.86,29.62,29.54
69.29,67.2,27.67,27.6
65.67,63.84,26.19,25.63
62.46,60.91,24.45,24.15
59.39,57.93,22.58,22.91
56.47,55.08,21.15,21.28
53.61,52.39,19.43,19.97
50.62,49.71,18.57,18.82
47.67,46.9,17.64,17.24
44.85,44.24,16.18,15.95
41.98,41.58,14.94,14.81
39.04,38.89,13.33,13.24
36.13,33.63,11.52,11.45
33.14,30.91,10.62,10.06
30.39,28.5,9.16,8.86
27.81,26.29,7.94,8.26
25.34,24.17,6.82,7.46
22.8,21.97,6.27,6.56
20.11,19.52,4.99,5.61
17.63,17.17,4.35,4.64
15.27,15.1,3.53,3.65
12.93,13.05,2.62,3.16
10.61,11.01,2.17,2.41
8.3,9.01,0.94,1.54
6.02,5.12,0.32,0.6
3.88,3.33,0.02,0.13
2.03,1.84,0.14,0.4
0.64,0.65,0.71,0.53
0.02,0.01,1.0,0.6
0.05,0.07,1.14,0.63
0.03,0.04,1.22,0.15
0.01,0.04,1.25,0.09
0.02,0.04,1.27,0.28
0.01,0.03,1.28,0.03
0.01,0.03,1.28,0.18
0.0,0.03,0.79,0.26
0.0,0.02,0.54,0.3
0.0,0.02,0.91,0.32
0.0,0.02,1.1,0.33
0.01,0.0,0.69,0.17
0.01,0.01,0.99,0.08
0.01,0.01,0.64,0.21
0.01,0.01,0.46,0.27
0.01,0.01,0.88,0.31
0.03,0.01,1.08,0.32
0.01,0.01,0.69,0.33
0.0,0.02,0.49,0.33
0.0,0.01,0.89,0.33
0.01,0.01,0.59,0.34
0.0,0.0,0.94,0.34
0.01,0.01,0.61,0.34
0.0,0.01,0.45,0.34
0.01,0.0,0.37,0.34
0.01,0.01,0.33,0.34
0.0,0.01,0.81,0.34
0.01,0.02,0.55,0.34
0.02,0.01,0.42,0.34
0.01,0.01,0.35,0.34
0.01,0.01,0.32,0.84
0.01,0.01,0.81,0.09
0.01,0.03,1.05,0.21
0.01,0.0,0.67,0.27
0.0,0.0,0.48,0.19
0.01,0.01,0.38,0.07
0.01,0.01,0.84,0.3
0.01,0.01,1.06,0.02
0.01,0.0,0.68,0.18
0.01,0.0,0.48,0.24
0.01,0.01,0.39,0.05
0.0,0.02,0.34,0.31
