weight_reading_1,weight_reading_2,pressure_reading_1,pressure_reading_2
136.82,129.79,48.71,41.31
131.76,125.11,45.93,39.15
126.92,120.61,43.54,37.58
122.01,116.17,40.84,35.79
117.1,111.77,38.5,33.9
112.13,107.42,36.32,31.95
107.22,103.07,34.24,29.48
102.16,94.21,32.19,28.24
97.15,89.83,29.67,26.12
92.07,85.38,27.41,24.56
86.86,80.82,25.78,23.28
82.46,76.98,23.96,22.14
78.52,73.66,22.06,20.57
74.42,70.23,20.1,19.29
69.98,66.44,18.13,17.64
65.55,62.52,16.14,16.32
61.21,58.76,14.64,15.16
57.16,55.22,13.9,14.58
53.23,51.86,12.52,13.29
49.43,48.56,11.34,12.65
45.6,42.11,10.24,11.32
41.62,38.72,9.2,10.66
37.98,35.72,7.67,10.33
34.87,33.24,6.91,9.67
31.85,30.81,6.53,8.83
28.95,28.37,5.84,8.92
26.18,26.01,4.99,8.46
22.87,23.29,4.07,7.73
19.75,20.23,3.11,6.37
17.34,17.88,2.63,5.18
15.17,15.89,1.89,4.09
13.04,13.96,1.02,3.55
11.01,10.11,1.08,2.77
9.04,8.28,0.12,2.39
7.3,6.72,0.13,1.69
5.83,5.44,0.36,0.85
4.44,4.19,0.61,0.43
3.08,2.97,0.73,0.29
1.69,1.72,0.79,0.64
0.49,0.52,1.32,0.82
0.01,0.02,1.59,0.91
0.04,0.01,1.72,0.95
0.02,0.0,1.79,0.98
0.02,0.0,1.82,0.99
0.02,0.0,1.83,0.99
0.01,0.01,1.34,1.0
0.01,0.02,1.6,1.5
0.01,0.02,1.22,1.25
0.01,0.01,1.54,1.12
0.0,0.01,1.19,0.56
0.0,0.01,1.52,0.78
0.0,0.0,1.69,1.39
0.0,0.0,1.27,0.69
0.02,0.01,1.56,0.85
0.01,0.0,1.21,0.92
0.0,0.0,1.03,0.46
0.01,0.01,0.94,0.73
0.01,0.0,0.9,0.86
0.0,0.01,0.87,0.93
0.01,0.0,0.86,0.96
0.0,0.01,1.36,0.98
0.01,0.01,1.1,0.99
0.01,0.0,0.98,0.99
0.01,0.01,0.91,1.0
0.02,0.0,0.88,1.0
0.02,0.0,0.87,0.5
