[0.05811107772224897, 0.03608484874897376]
[0.009923320534927636, 0.008669426167544866]
[0.009567536896550691, 0.008952108357720279]
[0.009208716676090457, 0.007022710871041492]
[0.01173342207337021, 0.007285475500282497]
[0.01361393048545707, 0.007734865980807805]
[0.009333926918164412, 0.005761856542127016]
[0.009944064405961548, 0.006407340839536611]
[0.011711876454972583, 0.005485492175888805]
[0.011202675324781803, 0.00480184272963125]
[0.011094263899284038, 0.007956676197042694]
[0.010682745127973126, 0.005713404090799995]
[0.011227954003418212, 0.005284582735156456]
[0.011405479494945404, 0.005472050613042791]
[0.011017267475551543, 0.007254181826413547]
[0.011621997806901489, 0.006553870068738088]
[0.01068210769573558, 0.005462450118112127]
[0.009120170747439905, 0.008785822310777246]
[0.013005362854403452, 0.00497735601238847]
[0.011320322002726996, 0.006612037366704346]
[0.010682703545796694, 0.0047214465880679665]
[0.011872513732745161, 0.004968348668782375]
[0.011741841490783835, 0.00761670049130546]
[0.011021988055227402, 0.006706226281178958]
[0.007813279927918543, 0.005667224594718022]
[0.009765271763223332, 0.009934965910992535]
[0.0118390917310569, 0.005782659149321929]
[0.012077266288278746, 0.00441768230242565]
[0.011672712071519454, 0.008648200713635177]
[0.011652413529402897, 0.005336761526926338]
[0.008823207008316316, 0.004524010006392509]
[0.009528862303862018, 0.005220384884097958]
[0.00922092629095849, 0.00506798674218039]
[0.010018664186907339, 0.005104189573975513]
[0.011358647085919174, 0.0054845134621616005]
[0.010025618426187979, 0.00521636934529082]
[0.012649210603470235, 0.006015430765086307]
[0.008479921308253072, 0.006230501052300878]
[0.009009255869772154, 0.004103716795314818]
[0.009021702649660249, 0.004309121011241462]
[0.00962820029449949, 0.004699279688681742]
[0.010920834861037478, 0.006632560687557076]
[0.01057092634560406, 0.007136248840613674]
[0.01034676105723827, 0.004256366251980071]
[0.010283829002895208, 0.006228886182082268]
[0.011764103952822503, 0.007953705709846007]
[0.010058087671526987, 0.004179339488072433]
[0.009385236394819946, 0.006289224666456365]
[0.009602772865221154, 0.003736290871600226]
[0.010155304904056497, 0.006863657072622765]
[0.010089371321091433, 0.006803879451121486]
[0.014106097074046961, 0.00594046382431011]
[0.00790482613716299, 0.00473638588319383]
[0.009987230575225409, 0.003618851452475433]
[0.007310752564314121, 0.00449947636721482]
[0.012657656356812139, 0.009616773929672098]
[0.008901808323354297, 0.006507282552038432]
[0.01016655690586342, 0.005231876055315082]
[0.00841162973792739, 0.005918786494199758]
[0.008384143177267966, 0.005246599403170555]
[0.00783277245687408, 0.006217866183762655]
[0.010535030119854297, 0.00500814259249445]
[0.0069971635840394494, 0.005268603170100545]
[0.009717826480066137, 0.005100157898580806]
[0.009449366319800437, 0.0053224082187499295]
[0.011105765471377866, 0.006680317267174285]
[0.008014753898015564, 0.004603857085903317]
[0.009264169880119761, 0.005828016995036836]
[0.01025283184851971, 0.006665672406220343]
[0.01026336166740359, 0.005548798502028822]
[0.008701038977704157, 0.004966945404204398]
[0.012557692797805714, 0.005881572970445239]
[0.010195734546367765, 0.00807015211695085]
[0.01049365816815076, 0.004319974874748545]
[0.007491001388257621, 0.004391657418102869]
[0.009303872879134149, 0.005023547387662945]
[0.009173820835155805, 0.005490623598100342]
[0.007311070099675104, 0.003934656598083929]
[0.009517201536256438, 0.004389671541934457]
[0.008657643317709492, 0.005131838170263326]
[0.00806092767777827, 0.006197080695122913]
[0.009112472653494009, 0.004910583629732011]
[0.010313463829984226, 0.0073214519113610375]
[0.008262565442921867, 0.006643742326227692]
[0.008641182713048564, 0.004722435242870193]
[0.010606571008768478, 0.00679495595445263]
[0.008602759706878838, 0.005873818883997961]
[0.008347972197418023, 0.00864622269166096]
[0.01053417758074201, 0.003114837104687648]
[0.008805679187229631, 0.006850948620878896]
[0.010115926613993168, 0.011504231949294853]
[0.011066977743870839, 0.007752980439972424]
[0.008994191101853191, 0.0037323068384667625]
[0.0075450052676568945, 0.005479475157201834]
[0.007397834472040687, 0.0038746420191014164]
[0.008795802912121167, 0.0039346113878208615]
[0.0080071815979828, 0.005247029795462067]
[0.008518899324370388, 0.006021060714450091]
[0.008628821686078546, 0.004712212953878626]
[0.008512086596894505, 0.005594390710825357]
[0.008848739983749953, 0.0024777456705288754]
[0.009994096979374319, 0.0034955578562518032]
[0.00853569228968863, 0.004054853005621995]
[0.009753952810068293, 0.005987290100069754]
[0.007125546525402794, 0.00538876139362319]
[0.009748884099678373, 0.005250390514174417]
[0.008851831921848546, 0.006353723398482016]
[0.009230936685933333, 0.004104062370134835]
[0.008216282572664274, 0.0048660417391578285]
[0.01238334137431732, 0.0029682943615198295]
[0.007400315579138474, 0.00403041775645549]
[0.008577253858920105, 0.0041354633494416]
[0.01057816424694779, 0.003813673173833887]
[0.006054768471042732, 0.004430620431496935]
[0.006739955723209581, 0.004250149299555148]
[0.007410857701966094, 0.004157276959236207]
[0.008866240645557357, 0.004776045768434458]
[0.008612306660504946, 0.003285855244626122]
[0.010941826894847628, 0.004553593412212038]
[0.009744516366830838, 0.0038293464584282936]
[0.009603408959050742, 0.00555989192480567]
[0.008969409214818522, 0.004222366983443545]
[0.009715350541343995, 0.003954505189586111]
[0.008404729085672679, 0.006747148823578174]
[0.008346008850848387, 0.004245730739153168]
[0.009013534897571987, 0.004884681255667045]
[0.010314698310299495, 0.005109347664025423]
[0.009511089019266446, 0.0026506138163297174]
[0.009486563143133866, 0.005255641930564548]
[0.007937957965046854, 0.004616813729614238]
[0.007421065363051647, 0.004973329882513138]
[0.010701630602522567, 0.00362740266651339]
[0.009406079234485332, 0.004095540619088446]
[0.00795052082584373, 0.002630622767039258]
[0.010643649407196195, 0.0033071296692812205]
[0.008176724714993814, 0.004056483284974885]
[0.0075304110792844105, 0.005595775291369846]
[0.007612089733118103, 0.004644789200177779]
[0.008105078745458068, 0.005518332742801217]
[0.009362887026286595, 0.006253889016529587]
[0.009178860908422685, 0.004000842037989482]
[0.00832865006057485, 0.004205475756777918]
[0.008772347693593079, 0.004113504275735893]
[0.012298070121114175, 0.005792104911540072]
[0.0067622114772325674, 0.004743000056195068]
[0.0069167600646659905, 0.0040896106008845795]
[0.008893273946247919, 0.005997186250317143]
[0.009184712788101415, 0.006261154129593832]
[0.007102888649878413, 0.006149830291881158]
[0.006998747902501675, 0.003877776465694558]
[0.007000351433783998, 0.00597243582794497]
[0.00854213543216785, 0.0031738260128016237]
[0.010530307402229887, 0.005846423997032778]
[0.009636427530211818, 0.00573834907850787]
[0.010116549015108525, 0.0059737527461090865]
[0.00850106359554495, 0.003935798884465828]
[0.008708250424403638, 0.005035589937870543]
[0.008501071465884552, 0.005313956967613592]
[0.008552746805616317, 0.003886557018060082]
[0.009527991403869918, 0.00483691508959983]
[0.009814177624382442, 0.005997764046272629]
[0.008316541956309839, 0.005208586400976916]
[0.007240063745460323, 0.004321328668782473]
[0.0060295447151894966, 0.0069982322864458706]
[0.007620301180433616, 0.00493125856060497]
[0.0076256852276235035, 0.005083464755624248]
[0.007588119371935986, 0.004049301814835469]
[0.010113676592425545, 0.0052202007934221]
[0.008803274813318582, 0.004065134685038471]
[0.010539335793909166, 0.0048542502753308025]
[0.009899224523532837, 0.004743176001659114]
[0.006482377214065917, 0.004059140972232767]
[0.009065847911376695, 0.0033437761855152673]
[0.010028896223320575, 0.0039037031527332016]
[0.00886117304828966, 0.00447855917623656]
[0.007719922296847429, 0.005470706252432375]
[0.008820808451532484, 0.004209051419099696]
[0.007776446796378563, 0.005116958691169871]
[0.006726934877635303, 0.003774150790905924]
[0.007795106105501647, 0.004378616939382324]
[0.008850753791320035, 0.004778858534892776]
[0.008674159664863833, 0.007825842685441573]
[0.006564618833270181, 0.003830191778910649]
[0.008113641230802243, 0.005616177821865515]
[0.008659547931109492, 0.004580108360474217]
[0.007411946130528508, 0.005210844432275624]
[0.008169986182757752, 0.005064530448718631]
[0.0063292911598957224, 0.00441458726094692]
[0.009634546938462628, 0.0036291892146210827]
[0.006925390120080798, 0.004949318218387342]
[0.010656045918616498, 0.004797602108173799]
[0.008276238485959134, 0.002750149114318946]
[0.008123834896368979, 0.004868278487301908]
[0.0072921204910198914, 0.00309708270928709]
[0.006626372578846622, 0.005310851907239953]
[0.007443485785097712, 0.0035977603238264563]
[0.008032126753859756, 0.003931912773675678]
[0.007544104064569157, 0.00454571698016227]
[0.007391055465618714, 0.003525784452722826]
[0.008226502575508842, 0.0034751879511803405]
[0.009151027517144191, 0.004340639336155446]
[0.008493830690577497, 0.003928661930838375]
[0.008932550911108228, 0.004174847499733047]
[0.009066272958860743, 0.003832782347927581]
